Amenity Type,Latitude,Longitude,Google Maps Link
Unknown,10.771564,78.80112,https://www.google.com/maps?q=10.771564,78.80112
Unknown,12.976777,80.22235,https://www.google.com/maps?q=12.976777,80.22235
Unknown,11.434816,76.859764,https://www.google.com/maps?q=11.434816,76.859764
Unknown,13.085996,80.18706,https://www.google.com/maps?q=13.085996,80.18706
Unknown,11.502027,76.49908,https://www.google.com/maps?q=11.502027,76.49908
Unknown,10.827056,78.68461,https://www.google.com/maps?q=10.827056,78.68461
Unknown,10.812376,78.716255,https://www.google.com/maps?q=10.812376,78.716255
Unknown,10.799339,78.74961,https://www.google.com/maps?q=10.799339,78.74961
Unknown,10.80708,78.71115,https://www.google.com/maps?q=10.80708,78.71115
Unknown,10.802487,78.74157,https://www.google.com/maps?q=10.802487,78.74157
Unknown,10.637834,76.950134,https://www.google.com/maps?q=10.637834,76.950134
Unknown,10.601104,76.9286,https://www.google.com/maps?q=10.601104,76.9286
Unknown,10.078096,78.784775,https://www.google.com/maps?q=10.078096,78.784775
Unknown,10.778906,78.79744,https://www.google.com/maps?q=10.778906,78.79744
Unknown,10.957713,76.954315,https://www.google.com/maps?q=10.957713,76.954315
Unknown,12.123578,78.15744,https://www.google.com/maps?q=12.123578,78.15744
Unknown,11.941182,79.49573,https://www.google.com/maps?q=11.941182,79.49573
Unknown,11.939656,79.489944,https://www.google.com/maps?q=11.939656,79.489944
Unknown,11.938262,79.485435,https://www.google.com/maps?q=11.938262,79.485435
Unknown,13.126091,80.24884,https://www.google.com/maps?q=13.126091,80.24884
Unknown,11.9402895,79.489365,https://www.google.com/maps?q=11.9402895,79.489365
Unknown,11.621898,79.05713,https://www.google.com/maps?q=11.621898,79.05713
Unknown,13.064257,80.24977,https://www.google.com/maps?q=13.064257,80.24977
Unknown,9.952466,78.1361,https://www.google.com/maps?q=9.952466,78.1361
Unknown,11.001835,77.03281,https://www.google.com/maps?q=11.001835,77.03281
Unknown,11.082708,76.94274,https://www.google.com/maps?q=11.082708,76.94274
Unknown,10.8840065,77.00661,https://www.google.com/maps?q=10.8840065,77.00661
Unknown,8.244214,77.298004,https://www.google.com/maps?q=8.244214,77.298004
Unknown,10.293572,76.945526,https://www.google.com/maps?q=10.293572,76.945526
Unknown,11.641927,78.13924,https://www.google.com/maps?q=11.641927,78.13924
Unknown,11.667431,78.15051,https://www.google.com/maps?q=11.667431,78.15051
Unknown,11.670184,78.143364,https://www.google.com/maps?q=11.670184,78.143364
Unknown,11.66345,78.14444,https://www.google.com/maps?q=11.66345,78.14444
Unknown,11.656594,78.164345,https://www.google.com/maps?q=11.656594,78.164345
Unknown,11.670229,78.140755,https://www.google.com/maps?q=11.670229,78.140755
Unknown,11.667064,78.156334,https://www.google.com/maps?q=11.667064,78.156334
Unknown,11.661301,78.19201,https://www.google.com/maps?q=11.661301,78.19201
Unknown,11.673855,78.15161,https://www.google.com/maps?q=11.673855,78.15161
Unknown,11.015316,76.95399,https://www.google.com/maps?q=11.015316,76.95399
