Hospital,School,Toll Gate,Railway Crossing,Traffic Signal,Bus Stop,Latitude,Longitude,Google Maps Link
No,No,No,No,No,No,13.107311,80.24674,https://www.google.com/maps?q=13.107311,80.24674
No,No,No,No,No,No,13.106216,80.25052,https://www.google.com/maps?q=13.106216,80.25052
No,No,No,No,No,No,13.105056,80.253174,https://www.google.com/maps?q=13.105056,80.253174
No,No,No,No,No,No,13.102336,80.25265,https://www.google.com/maps?q=13.102336,80.25265
No,No,No,No,No,No,13.097216,80.25145,https://www.google.com/maps?q=13.097216,80.25145
No,No,No,No,No,No,13.069462,80.24337,https://www.google.com/maps?q=13.069462,80.24337
No,No,No,No,No,No,13.093623,80.25098,https://www.google.com/maps?q=13.093623,80.25098
No,No,No,No,No,No,13.090635,80.25112,https://www.google.com/maps?q=13.090635,80.25112
No,No,No,No,No,No,13.087209,80.25065,https://www.google.com/maps?q=13.087209,80.25065
No,No,No,No,No,No,13.08345,80.2546,https://www.google.com/maps?q=13.08345,80.2546
No,No,No,No,No,No,13.078741,80.25213,https://www.google.com/maps?q=13.078741,80.25213
No,No,No,No,No,No,13.067783,80.24652,https://www.google.com/maps?q=13.067783,80.24652
No,No,No,No,No,No,13.066668,80.247894,https://www.google.com/maps?q=13.066668,80.247894
No,No,No,No,No,No,13.0573225,80.24871,https://www.google.com/maps?q=13.0573225,80.24871
No,No,No,No,No,No,13.041331,80.26832,https://www.google.com/maps?q=13.041331,80.26832
No,No,No,No,No,No,13.044299,80.269165,https://www.google.com/maps?q=13.044299,80.269165
No,No,No,No,No,No,13.06063,80.2475,https://www.google.com/maps?q=13.06063,80.2475
No,No,No,No,No,No,13.0501995,80.25261,https://www.google.com/maps?q=13.0501995,80.25261
No,No,No,No,No,No,13.054958,80.24965,https://www.google.com/maps?q=13.054958,80.24965
No,No,No,No,No,No,13.048023,80.25386,https://www.google.com/maps?q=13.048023,80.25386
No,No,No,No,No,No,13.045966,80.256714,https://www.google.com/maps?q=13.045966,80.256714
No,No,No,No,No,No,13.034407,80.26812,https://www.google.com/maps?q=13.034407,80.26812
No,No,No,No,No,No,13.044702,80.26484,https://www.google.com/maps?q=13.044702,80.26484
No,No,No,No,No,No,13.037626,80.267746,https://www.google.com/maps?q=13.037626,80.267746
No,No,No,No,No,No,13.029915,80.26675,https://www.google.com/maps?q=13.029915,80.26675
No,No,No,No,No,No,13.022266,80.26349,https://www.google.com/maps?q=13.022266,80.26349
No,No,No,No,No,No,13.016214,80.25976,https://www.google.com/maps?q=13.016214,80.25976
No,No,No,No,No,No,13.0070715,80.258644,https://www.google.com/maps?q=13.0070715,80.258644
No,No,No,No,No,No,12.998741,80.25617,https://www.google.com/maps?q=12.998741,80.25617
No,No,No,No,No,No,12.988964,80.25608,https://www.google.com/maps?q=12.988964,80.25608
No,No,No,No,No,No,12.621015,80.194534,https://www.google.com/maps?q=12.621015,80.194534
No,No,No,No,No,No,12.986882,80.257996,https://www.google.com/maps?q=12.986882,80.257996
No,No,No,No,No,No,12.621134,80.1945,https://www.google.com/maps?q=12.621134,80.1945
No,No,No,No,No,No,12.9766865,80.259056,https://www.google.com/maps?q=12.9766865,80.259056
No,No,No,No,No,No,12.98508,80.2595,https://www.google.com/maps?q=12.98508,80.2595
No,No,No,No,No,No,12.969476,80.2579,https://www.google.com/maps?q=12.969476,80.2579
No,No,No,No,No,No,12.96954,80.25759,https://www.google.com/maps?q=12.96954,80.25759
No,No,No,No,No,No,12.95405,80.25521,https://www.google.com/maps?q=12.95405,80.25521
No,No,No,No,No,No,12.950477,80.25505,https://www.google.com/maps?q=12.950477,80.25505
No,No,No,No,No,No,12.92734,80.25142,https://www.google.com/maps?q=12.92734,80.25142
No,No,No,No,No,No,12.938455,80.252815,https://www.google.com/maps?q=12.938455,80.252815
No,No,No,No,No,No,12.949658,80.25472,https://www.google.com/maps?q=12.949658,80.25472
No,No,No,No,No,No,12.927344,80.25145,https://www.google.com/maps?q=12.927344,80.25145
No,No,No,No,No,No,12.914014,80.2504,https://www.google.com/maps?q=12.914014,80.2504
No,No,No,No,No,No,12.920538,80.251335,https://www.google.com/maps?q=12.920538,80.251335
No,No,No,No,No,No,12.897593,80.24748,https://www.google.com/maps?q=12.897593,80.24748
No,No,No,No,No,No,12.877493,80.24381,https://www.google.com/maps?q=12.877493,80.24381
No,No,No,No,No,No,12.868902,80.24359,https://www.google.com/maps?q=12.868902,80.24359
No,No,No,No,No,No,12.8597975,80.24191,https://www.google.com/maps?q=12.8597975,80.24191
No,No,No,No,No,No,12.850503,80.241196,https://www.google.com/maps?q=12.850503,80.241196
No,No,No,No,No,No,12.841696,80.24062,https://www.google.com/maps?q=12.841696,80.24062
No,No,No,No,No,No,12.831263,80.24044,https://www.google.com/maps?q=12.831263,80.24044
No,No,No,No,No,No,12.825667,80.24032,https://www.google.com/maps?q=12.825667,80.24032
No,No,No,No,No,No,12.817838,80.24053,https://www.google.com/maps?q=12.817838,80.24053
No,No,No,No,No,No,12.805951,80.24295,https://www.google.com/maps?q=12.805951,80.24295
No,No,No,No,No,No,12.7770195,80.248985,https://www.google.com/maps?q=12.7770195,80.248985
No,No,No,No,No,No,12.784915,80.24516,https://www.google.com/maps?q=12.784915,80.24516
No,No,No,No,No,No,12.786757,80.2496,https://www.google.com/maps?q=12.786757,80.2496
No,No,No,No,No,No,12.763194,80.24547,https://www.google.com/maps?q=12.763194,80.24547
No,No,No,No,No,No,12.7560425,80.24301,https://www.google.com/maps?q=12.7560425,80.24301
No,No,No,No,No,No,12.7305,80.23305,https://www.google.com/maps?q=12.7305,80.23305
No,No,No,No,No,No,12.726188,80.23132,https://www.google.com/maps?q=12.726188,80.23132
No,No,No,No,No,No,12.661715,80.20922,https://www.google.com/maps?q=12.661715,80.20922
No,No,No,No,No,No,12.718769,80.22824,https://www.google.com/maps?q=12.718769,80.22824
No,No,No,No,No,No,12.705041,80.22369,https://www.google.com/maps?q=12.705041,80.22369
No,No,No,No,No,No,12.698104,80.22102,https://www.google.com/maps?q=12.698104,80.22102
No,No,No,No,No,No,12.68913,80.21721,https://www.google.com/maps?q=12.68913,80.21721
No,No,No,No,No,No,12.686408,80.216095,https://www.google.com/maps?q=12.686408,80.216095
No,No,No,No,No,No,12.693673,80.21915,https://www.google.com/maps?q=12.693673,80.21915
No,No,No,No,No,No,12.651308,80.2062,https://www.google.com/maps?q=12.651308,80.2062
No,No,No,No,No,No,12.681216,80.214294,https://www.google.com/maps?q=12.681216,80.214294
No,No,No,No,No,No,12.654202,80.2066,https://www.google.com/maps?q=12.654202,80.2066
No,No,No,No,No,No,12.628014,80.19472,https://www.google.com/maps?q=12.628014,80.19472
No,No,No,No,No,No,12.627875,80.19464,https://www.google.com/maps?q=12.627875,80.19464
No,No,No,No,No,No,12.651388,80.20612,https://www.google.com/maps?q=12.651388,80.20612
No,No,No,No,No,No,12.654589,80.206825,https://www.google.com/maps?q=12.654589,80.206825
No,No,No,No,No,No,12.693407,80.218956,https://www.google.com/maps?q=12.693407,80.218956
No,No,No,No,No,No,12.661723,80.20923,https://www.google.com/maps?q=12.661723,80.20923
No,No,No,No,No,No,12.705125,80.223656,https://www.google.com/maps?q=12.705125,80.223656
No,No,No,No,No,No,12.718134,80.22789,https://www.google.com/maps?q=12.718134,80.22789
No,No,No,No,No,No,12.763317,80.24552,https://www.google.com/maps?q=12.763317,80.24552
No,No,No,No,No,No,12.786774,80.24914,https://www.google.com/maps?q=12.786774,80.24914
No,No,No,No,No,No,12.778778,80.2485,https://www.google.com/maps?q=12.778778,80.2485
No,No,No,No,No,No,12.756082,80.243004,https://www.google.com/maps?q=12.756082,80.243004
No,No,No,No,No,No,12.806269,80.24301,https://www.google.com/maps?q=12.806269,80.24301
No,No,No,No,No,No,12.841665,80.24056,https://www.google.com/maps?q=12.841665,80.24056
No,No,No,No,No,No,12.827619,80.240326,https://www.google.com/maps?q=12.827619,80.240326
No,No,No,No,No,No,12.859842,80.24184,https://www.google.com/maps?q=12.859842,80.24184
No,No,No,No,No,No,12.87788,80.24381,https://www.google.com/maps?q=12.87788,80.24381
No,No,No,No,No,No,12.867901,80.24336,https://www.google.com/maps?q=12.867901,80.24336
No,No,No,No,No,No,12.920583,80.25149,https://www.google.com/maps?q=12.920583,80.25149
No,No,No,No,No,No,12.914886,80.25031,https://www.google.com/maps?q=12.914886,80.25031
No,No,No,No,No,No,12.938479,80.25261,https://www.google.com/maps?q=12.938479,80.25261
No,No,No,No,No,No,12.954499,80.25508,https://www.google.com/maps?q=12.954499,80.25508
No,No,No,No,No,No,13.006639,80.25475,https://www.google.com/maps?q=13.006639,80.25475
No,No,No,No,No,No,12.96126,80.25621,https://www.google.com/maps?q=12.96126,80.25621
No,No,No,No,No,No,13.00658,80.246796,https://www.google.com/maps?q=13.00658,80.246796
No,No,No,No,No,No,13.007403,80.23671,https://www.google.com/maps?q=13.007403,80.23671
No,No,No,No,No,No,13.022125,80.22628,https://www.google.com/maps?q=13.022125,80.22628
No,No,No,No,No,No,13.0294485,80.2309,https://www.google.com/maps?q=13.0294485,80.2309
No,No,No,No,No,No,13.023249,80.22745,https://www.google.com/maps?q=13.023249,80.22745
No,No,No,No,No,No,13.014321,80.22627,https://www.google.com/maps?q=13.014321,80.22627
No,No,No,No,No,No,13.008317,80.233444,https://www.google.com/maps?q=13.008317,80.233444
No,No,No,No,No,No,13.007285,80.20976,https://www.google.com/maps?q=13.007285,80.20976
No,No,No,No,No,No,13.0073805,80.20143,https://www.google.com/maps?q=13.0073805,80.20143
No,No,No,No,No,No,13.007229,80.197044,https://www.google.com/maps?q=13.007229,80.197044
No,No,No,No,No,No,13.023719,80.178566,https://www.google.com/maps?q=13.023719,80.178566
No,No,No,No,No,No,13.0290785,80.16891,https://www.google.com/maps?q=13.0290785,80.16891
No,No,No,No,No,No,13.0323105,80.1632,https://www.google.com/maps?q=13.0323105,80.1632
No,No,No,No,No,No,13.034537,80.15667,https://www.google.com/maps?q=13.034537,80.15667
No,No,No,No,No,No,13.036502,80.143,https://www.google.com/maps?q=13.036502,80.143
No,No,No,No,No,No,13.041096,80.127075,https://www.google.com/maps?q=13.041096,80.127075
No,No,No,No,No,No,13.037992,80.13514,https://www.google.com/maps?q=13.037992,80.13514
No,No,No,No,No,No,13.044893,80.11618,https://www.google.com/maps?q=13.044893,80.11618
No,No,No,No,No,No,13.046464,80.111305,https://www.google.com/maps?q=13.046464,80.111305
No,No,No,No,No,No,13.04919,80.10542,https://www.google.com/maps?q=13.04919,80.10542
No,No,No,No,No,No,13.050209,80.09947,https://www.google.com/maps?q=13.050209,80.09947
No,No,No,No,No,No,13.051536,80.09507,https://www.google.com/maps?q=13.051536,80.09507
No,No,No,No,No,No,13.047315,80.08089,https://www.google.com/maps?q=13.047315,80.08089
No,No,No,No,No,No,13.040474,80.057816,https://www.google.com/maps?q=13.040474,80.057816
No,No,No,No,No,No,13.037751,80.05757,https://www.google.com/maps?q=13.037751,80.05757
No,No,No,No,No,No,13.04334,80.06368,https://www.google.com/maps?q=13.04334,80.06368
No,No,No,No,No,No,13.04097,80.05777,https://www.google.com/maps?q=13.04097,80.05777
No,No,No,No,No,No,13.042707,80.06158,https://www.google.com/maps?q=13.042707,80.06158
No,No,No,No,No,No,13.047402,80.08055,https://www.google.com/maps?q=13.047402,80.08055
No,No,No,No,No,No,13.050924,80.09503,https://www.google.com/maps?q=13.050924,80.09503
No,No,No,No,No,No,13.050274,80.09941,https://www.google.com/maps?q=13.050274,80.09941
No,No,No,No,No,No,13.049282,80.1057,https://www.google.com/maps?q=13.049282,80.1057
No,No,No,No,No,No,13.046689,80.11111,https://www.google.com/maps?q=13.046689,80.11111
No,No,No,No,No,No,13.045021,80.115974,https://www.google.com/maps?q=13.045021,80.115974
No,No,No,No,No,No,13.035791,80.15422,https://www.google.com/maps?q=13.035791,80.15422
No,No,No,No,No,No,13.036954,80.14183,https://www.google.com/maps?q=13.036954,80.14183
No,No,No,No,No,No,13.031874,80.16435,https://www.google.com/maps?q=13.031874,80.16435
No,No,No,No,No,No,13.029507,80.168625,https://www.google.com/maps?q=13.029507,80.168625
No,No,No,No,No,No,13.025027,80.176704,https://www.google.com/maps?q=13.025027,80.176704
No,No,No,No,No,No,13.020967,80.18397,https://www.google.com/maps?q=13.020967,80.18397
No,No,No,No,No,No,13.023808,80.1789,https://www.google.com/maps?q=13.023808,80.1789
No,No,No,No,No,No,13.016826,80.18935,https://www.google.com/maps?q=13.016826,80.18935
No,No,No,No,No,No,13.00865,80.19757,https://www.google.com/maps?q=13.00865,80.19757
No,No,No,No,No,No,13.015576,80.22504,https://www.google.com/maps?q=13.015576,80.22504
No,No,No,No,No,No,12.980629,80.22875,https://www.google.com/maps?q=12.980629,80.22875
No,No,No,No,No,No,11.495699,79.76043,https://www.google.com/maps?q=11.495699,79.76043
No,No,No,No,No,No,13.007376,80.26158,https://www.google.com/maps?q=13.007376,80.26158
No,No,No,No,No,No,12.430163,79.831436,https://www.google.com/maps?q=12.430163,79.831436
No,No,No,No,No,No,12.429619,79.83171,https://www.google.com/maps?q=12.429619,79.83171
No,No,No,No,No,No,12.949789,79.13719,https://www.google.com/maps?q=12.949789,79.13719
No,No,No,No,No,No,12.949748,79.13697,https://www.google.com/maps?q=12.949748,79.13697
No,No,No,No,No,No,11.213382,78.17482,https://www.google.com/maps?q=11.213382,78.17482
No,No,No,No,No,No,11.330948,77.72797,https://www.google.com/maps?q=11.330948,77.72797
No,No,No,No,No,No,12.981632,80.18562,https://www.google.com/maps?q=12.981632,80.18562
No,No,No,No,No,No,12.50344,80.15229,https://www.google.com/maps?q=12.50344,80.15229
No,No,No,No,No,No,10.798307,78.75164,https://www.google.com/maps?q=10.798307,78.75164
No,No,No,No,No,No,10.793123,78.763336,https://www.google.com/maps?q=10.793123,78.763336
No,No,No,No,No,No,8.281331,77.27405,https://www.google.com/maps?q=8.281331,77.27405
No,No,No,No,No,No,9.2804575,79.21398,https://www.google.com/maps?q=9.2804575,79.21398
No,No,No,No,No,No,10.767621,78.80006,https://www.google.com/maps?q=10.767621,78.80006
No,No,No,No,No,No,10.78525,78.77696,https://www.google.com/maps?q=10.78525,78.77696
No,No,No,No,No,No,10.7612295,78.80729,https://www.google.com/maps?q=10.7612295,78.80729
No,No,No,No,No,No,10.7793255,78.78467,https://www.google.com/maps?q=10.7793255,78.78467
No,No,No,No,No,No,10.791453,78.76639,https://www.google.com/maps?q=10.791453,78.76639
No,No,No,No,No,No,10.799739,78.74797,https://www.google.com/maps?q=10.799739,78.74797
No,No,No,No,No,No,10.798285,78.7517,https://www.google.com/maps?q=10.798285,78.7517
No,No,No,No,No,No,10.790281,78.76882,https://www.google.com/maps?q=10.790281,78.76882
No,No,No,No,No,No,10.789219,78.840866,https://www.google.com/maps?q=10.789219,78.840866
No,No,No,No,No,No,10.797668,78.82874,https://www.google.com/maps?q=10.797668,78.82874
No,No,No,No,No,No,10.834698,78.81545,https://www.google.com/maps?q=10.834698,78.81545
No,No,No,No,No,No,11.463218,76.96389,https://www.google.com/maps?q=11.463218,76.96389
No,No,No,No,No,No,11.43307,76.85916,https://www.google.com/maps?q=11.43307,76.85916
No,No,No,No,No,No,10.785484,78.69255,https://www.google.com/maps?q=10.785484,78.69255
No,No,No,No,No,No,10.7884,78.69598,https://www.google.com/maps?q=10.7884,78.69598
No,No,No,No,No,No,10.7995615,78.71067,https://www.google.com/maps?q=10.7995615,78.71067
No,No,No,No,No,No,10.802116,78.74177,https://www.google.com/maps?q=10.802116,78.74177
No,No,No,No,No,No,10.804253,78.73598,https://www.google.com/maps?q=10.804253,78.73598
No,No,No,No,No,No,10.807122,78.72722,https://www.google.com/maps?q=10.807122,78.72722
No,No,No,No,No,No,13.041275,80.22476,https://www.google.com/maps?q=13.041275,80.22476
No,No,No,No,No,No,13.042286,80.224625,https://www.google.com/maps?q=13.042286,80.224625
No,No,No,No,No,No,13.040336,80.2416,https://www.google.com/maps?q=13.040336,80.2416
No,No,No,No,No,No,12.97274,80.138535,https://www.google.com/maps?q=12.97274,80.138535
No,No,No,No,No,No,12.973025,80.138054,https://www.google.com/maps?q=12.973025,80.138054
No,No,No,No,No,No,10.774127,78.79165,https://www.google.com/maps?q=10.774127,78.79165
No,No,No,No,No,No,10.7695465,78.79817,https://www.google.com/maps?q=10.7695465,78.79817
No,No,No,No,No,No,10.800537,78.74624,https://www.google.com/maps?q=10.800537,78.74624
No,No,No,No,No,No,10.801858,78.742775,https://www.google.com/maps?q=10.801858,78.742775
No,No,No,No,No,No,10.8050995,78.733246,https://www.google.com/maps?q=10.8050995,78.733246
No,No,No,No,No,No,10.805914,78.7309,https://www.google.com/maps?q=10.805914,78.7309
No,No,No,No,No,No,10.80791,78.72573,https://www.google.com/maps?q=10.80791,78.72573
No,No,No,No,No,No,10.813519,78.70348,https://www.google.com/maps?q=10.813519,78.70348
No,No,No,No,No,No,10.815238,78.69911,https://www.google.com/maps?q=10.815238,78.69911
No,No,No,No,No,No,10.816681,78.69303,https://www.google.com/maps?q=10.816681,78.69303
No,No,No,No,No,No,10.820943,78.692795,https://www.google.com/maps?q=10.820943,78.692795
No,No,No,No,No,No,10.82289,78.68343,https://www.google.com/maps?q=10.82289,78.68343
No,No,No,No,No,No,10.827084,78.68526,https://www.google.com/maps?q=10.827084,78.68526
No,No,No,No,No,No,10.827116,78.68475,https://www.google.com/maps?q=10.827116,78.68475
No,No,No,No,No,No,13.040419,80.23923,https://www.google.com/maps?q=13.040419,80.23923
No,No,No,No,No,No,13.040773,80.23765,https://www.google.com/maps?q=13.040773,80.23765
No,No,No,No,No,No,10.789962,78.70208,https://www.google.com/maps?q=10.789962,78.70208
No,No,No,No,No,No,12.97178,80.14154,https://www.google.com/maps?q=12.97178,80.14154
No,No,No,No,No,No,12.971604,80.1418,https://www.google.com/maps?q=12.971604,80.1418
No,No,No,No,No,No,11.271631,76.65648,https://www.google.com/maps?q=11.271631,76.65648
No,No,No,No,No,No,10.798615,78.85862,https://www.google.com/maps?q=10.798615,78.85862
No,No,No,No,No,No,12.957516,80.12533,https://www.google.com/maps?q=12.957516,80.12533
No,No,No,No,No,No,12.124404,78.15835,https://www.google.com/maps?q=12.124404,78.15835
No,No,No,No,No,No,12.124824,78.15849,https://www.google.com/maps?q=12.124824,78.15849
No,No,No,No,No,No,12.619027,80.180244,https://www.google.com/maps?q=12.619027,80.180244
No,No,No,No,No,No,12.743878,80.238396,https://www.google.com/maps?q=12.743878,80.238396
No,No,No,No,No,No,12.968166,80.14854,https://www.google.com/maps?q=12.968166,80.14854
No,No,No,No,No,No,11.618814,79.54087,https://www.google.com/maps?q=11.618814,79.54087
No,No,No,No,No,No,11.619204,79.53859,https://www.google.com/maps?q=11.619204,79.53859
No,No,No,No,No,No,10.164576,78.65427,https://www.google.com/maps?q=10.164576,78.65427
No,No,No,No,No,No,13.046577,80.19152,https://www.google.com/maps?q=13.046577,80.19152
No,No,No,No,No,No,10.725605,78.846855,https://www.google.com/maps?q=10.725605,78.846855
No,No,No,No,No,No,10.876317,78.63857,https://www.google.com/maps?q=10.876317,78.63857
No,No,No,No,No,No,11.33194,77.0229,https://www.google.com/maps?q=11.33194,77.0229
No,No,No,No,No,No,10.780115,78.98021,https://www.google.com/maps?q=10.780115,78.98021
No,No,No,No,No,No,11.170625,77.45531,https://www.google.com/maps?q=11.170625,77.45531
