Hospital,School,Toll Gate,Railway Crossing,Traffic Signal,Bus Stop,Latitude,Longitude,Google Maps Link
No,No,No,No,No,No,11.080531,77.951805,https://www.google.com/maps?q=11.080531,77.951805
No,No,No,No,No,No,11.094008,77.95166,https://www.google.com/maps?q=11.094008,77.95166
No,No,No,No,No,No,11.098532,77.95841,https://www.google.com/maps?q=11.098532,77.95841
No,No,No,No,No,No,11.02525,76.935425,https://www.google.com/maps?q=11.02525,76.935425
No,No,No,No,No,No,11.027082,76.95555,https://www.google.com/maps?q=11.027082,76.95555
No,No,No,No,No,No,11.018422,76.92028,https://www.google.com/maps?q=11.018422,76.92028
No,No,No,No,No,No,11.027041,76.90536,https://www.google.com/maps?q=11.027041,76.90536
No,No,No,No,No,No,11.030512,76.89109,https://www.google.com/maps?q=11.030512,76.89109
No,No,No,No,No,No,11.028851,76.8956,https://www.google.com/maps?q=11.028851,76.8956
No,No,No,No,No,No,11.031906,76.88817,https://www.google.com/maps?q=11.031906,76.88817
No,No,No,No,No,No,11.037683,76.87931,https://www.google.com/maps?q=11.037683,76.87931
No,No,No,No,No,No,11.034052,76.95077,https://www.google.com/maps?q=11.034052,76.95077
No,No,No,No,No,No,11.014507,76.95497,https://www.google.com/maps?q=11.014507,76.95497
No,No,No,No,No,No,11.094439,77.947174,https://www.google.com/maps?q=11.094439,77.947174
No,No,No,No,No,No,11.096629,77.95599,https://www.google.com/maps?q=11.096629,77.95599
No,No,No,No,No,No,11.104755,77.964935,https://www.google.com/maps?q=11.104755,77.964935
No,No,No,No,No,No,11.107083,77.967,https://www.google.com/maps?q=11.107083,77.967
No,No,No,No,No,No,11.040664,76.87049,https://www.google.com/maps?q=11.040664,76.87049
No,No,No,No,No,No,11.242717,76.95773,https://www.google.com/maps?q=11.242717,76.95773
No,No,No,No,No,No,12.936499,79.324844,https://www.google.com/maps?q=12.936499,79.324844
No,No,No,No,No,No,11.021246,76.91751,https://www.google.com/maps?q=11.021246,76.91751
No,No,No,No,No,No,11.018726,76.9205,https://www.google.com/maps?q=11.018726,76.9205
No,No,No,No,No,No,11.013347,76.9319,https://www.google.com/maps?q=11.013347,76.9319
No,No,No,No,No,No,11.027068,76.90541,https://www.google.com/maps?q=11.027068,76.90541
No,No,No,No,No,No,9.588931,77.96222,https://www.google.com/maps?q=9.588931,77.96222
No,No,No,No,No,No,11.164327,76.94894,https://www.google.com/maps?q=11.164327,76.94894
No,No,No,No,No,No,11.178754,76.9566,https://www.google.com/maps?q=11.178754,76.9566
No,No,No,No,No,No,11.164416,76.948746,https://www.google.com/maps?q=11.164416,76.948746
No,No,No,No,No,No,11.178917,76.95654,https://www.google.com/maps?q=11.178917,76.95654
No,No,No,No,No,No,11.160548,76.946396,https://www.google.com/maps?q=11.160548,76.946396
No,No,No,No,No,No,11.12601,77.80803,https://www.google.com/maps?q=11.12601,77.80803
No,No,No,No,No,No,11.182862,76.95913,https://www.google.com/maps?q=11.182862,76.95913
No,No,No,No,No,No,11.182809,76.95943,https://www.google.com/maps?q=11.182809,76.95943
No,No,No,No,No,No,11.16933,76.95196,https://www.google.com/maps?q=11.16933,76.95196
No,No,No,No,No,No,11.198125,76.96255,https://www.google.com/maps?q=11.198125,76.96255
No,No,No,No,No,No,11.198119,76.962685,https://www.google.com/maps?q=11.198119,76.962685
No,No,No,No,No,No,11.090546,77.96143,https://www.google.com/maps?q=11.090546,77.96143
No,No,No,No,No,No,11.089533,77.966835,https://www.google.com/maps?q=11.089533,77.966835
No,No,No,No,No,No,11.092333,77.97269,https://www.google.com/maps?q=11.092333,77.97269
No,No,No,No,No,No,11.095212,77.97485,https://www.google.com/maps?q=11.095212,77.97485
No,No,No,No,No,No,11.0960865,77.973724,https://www.google.com/maps?q=11.0960865,77.973724
No,No,No,No,No,No,11.101475,77.97015,https://www.google.com/maps?q=11.101475,77.97015
No,No,No,No,No,No,11.103678,77.967834,https://www.google.com/maps?q=11.103678,77.967834
No,No,No,No,No,No,11.110857,77.98195,https://www.google.com/maps?q=11.110857,77.98195
No,No,No,No,No,No,11.11083,77.99005,https://www.google.com/maps?q=11.11083,77.99005
No,No,No,No,No,No,11.109194,77.99506,https://www.google.com/maps?q=11.109194,77.99506
No,No,No,No,No,No,11.09535,77.94174,https://www.google.com/maps?q=11.09535,77.94174
No,No,No,No,No,No,11.0964985,77.93248,https://www.google.com/maps?q=11.0964985,77.93248
No,No,No,No,No,No,11.090164,77.907715,https://www.google.com/maps?q=11.090164,77.907715
No,No,No,No,No,No,11.129434,77.89187,https://www.google.com/maps?q=11.129434,77.89187
No,No,No,No,No,No,11.140628,77.89269,https://www.google.com/maps?q=11.140628,77.89269
No,No,No,No,No,No,11.173161,77.88124,https://www.google.com/maps?q=11.173161,77.88124
No,No,No,No,No,No,11.185021,77.87891,https://www.google.com/maps?q=11.185021,77.87891
No,No,No,No,No,No,11.239942,77.873634,https://www.google.com/maps?q=11.239942,77.873634
No,No,No,No,No,No,11.082075,77.95381,https://www.google.com/maps?q=11.082075,77.95381
No,No,No,No,No,No,13.085818,80.24659,https://www.google.com/maps?q=13.085818,80.24659
No,No,No,No,No,No,11.686353,78.28134,https://www.google.com/maps?q=11.686353,78.28134
No,No,No,No,No,No,11.742619,78.047104,https://www.google.com/maps?q=11.742619,78.047104
No,No,No,No,No,No,11.685429,78.26558,https://www.google.com/maps?q=11.685429,78.26558
No,No,No,No,No,No,11.223787,76.89011,https://www.google.com/maps?q=11.223787,76.89011
No,No,No,No,No,No,11.56797,76.639244,https://www.google.com/maps?q=11.56797,76.639244
No,No,No,No,No,No,13.075269,80.19684,https://www.google.com/maps?q=13.075269,80.19684
No,No,No,No,No,No,10.868215,78.90977,https://www.google.com/maps?q=10.868215,78.90977
No,No,No,No,No,No,10.343941,77.57517,https://www.google.com/maps?q=10.343941,77.57517
No,No,No,No,No,No,10.539709,78.77754,https://www.google.com/maps?q=10.539709,78.77754
No,No,No,No,No,No,10.538341,78.77711,https://www.google.com/maps?q=10.538341,78.77711
No,No,No,No,No,No,10.544498,78.779526,https://www.google.com/maps?q=10.544498,78.779526
No,No,No,No,No,No,10.543773,78.77897,https://www.google.com/maps?q=10.543773,78.77897
No,No,No,No,No,No,10.529033,78.77691,https://www.google.com/maps?q=10.529033,78.77691
No,No,No,No,No,No,10.529308,78.77716,https://www.google.com/maps?q=10.529308,78.77716
No,No,No,No,No,No,10.780127,79.25431,https://www.google.com/maps?q=10.780127,79.25431
No,No,No,No,No,No,10.779879,79.36569,https://www.google.com/maps?q=10.779879,79.36569
No,No,No,No,No,No,10.785632,79.282295,https://www.google.com/maps?q=10.785632,79.282295
No,No,No,No,No,No,10.777026,79.375336,https://www.google.com/maps?q=10.777026,79.375336
No,No,No,No,No,No,10.729364,79.00264,https://www.google.com/maps?q=10.729364,79.00264
No,No,No,No,No,No,11.026735,76.94597,https://www.google.com/maps?q=11.026735,76.94597
No,No,No,No,No,No,11.025484,76.93784,https://www.google.com/maps?q=11.025484,76.93784
No,No,No,No,No,No,11.01368,76.93988,https://www.google.com/maps?q=11.01368,76.93988
No,No,No,No,No,No,11.013453,76.9399,https://www.google.com/maps?q=11.013453,76.9399
No,No,No,No,No,No,11.01438,76.92687,https://www.google.com/maps?q=11.01438,76.92687
No,No,No,No,No,No,11.014665,76.92693,https://www.google.com/maps?q=11.014665,76.92693
No,No,No,No,No,No,11.026008,76.94278,https://www.google.com/maps?q=11.026008,76.94278
No,No,No,No,No,No,11.039515,76.873856,https://www.google.com/maps?q=11.039515,76.873856
No,No,No,No,No,No,11.013916,76.941864,https://www.google.com/maps?q=11.013916,76.941864
No,No,No,No,No,No,10.969864,76.97143,https://www.google.com/maps?q=10.969864,76.97143
No,No,No,No,No,No,12.036001,78.102516,https://www.google.com/maps?q=12.036001,78.102516
No,No,No,No,No,No,12.296984,78.07172,https://www.google.com/maps?q=12.296984,78.07172
No,No,No,No,No,No,12.343172,78.12367,https://www.google.com/maps?q=12.343172,78.12367
No,No,No,No,No,No,12.347782,78.44968,https://www.google.com/maps?q=12.347782,78.44968
No,No,No,No,No,No,12.281768,78.59293,https://www.google.com/maps?q=12.281768,78.59293
No,No,No,No,No,No,11.992771,78.06779,https://www.google.com/maps?q=11.992771,78.06779
No,No,No,No,No,No,12.114399,78.154396,https://www.google.com/maps?q=12.114399,78.154396
No,No,No,No,No,No,12.129871,78.158646,https://www.google.com/maps?q=12.129871,78.158646
No,No,No,No,No,No,12.388768,78.09684,https://www.google.com/maps?q=12.388768,78.09684
No,No,No,No,No,No,12.192836,78.1262,https://www.google.com/maps?q=12.192836,78.1262
No,No,No,No,No,No,12.398344,78.1864,https://www.google.com/maps?q=12.398344,78.1864
No,No,No,No,No,No,12.543405,78.311,https://www.google.com/maps?q=12.543405,78.311
No,No,No,No,No,No,12.170616,79.09151,https://www.google.com/maps?q=12.170616,79.09151
No,No,No,No,No,No,12.377469,78.16051,https://www.google.com/maps?q=12.377469,78.16051
No,No,No,No,No,No,12.404257,78.19677,https://www.google.com/maps?q=12.404257,78.19677
No,No,No,No,No,No,12.346615,78.13146,https://www.google.com/maps?q=12.346615,78.13146
No,No,No,No,No,No,12.04933,78.10644,https://www.google.com/maps?q=12.04933,78.10644
No,No,No,No,No,No,11.461488,76.682144,https://www.google.com/maps?q=11.461488,76.682144
No,No,No,No,No,No,11.4825325,77.697495,https://www.google.com/maps?q=11.4825325,77.697495
No,No,No,No,No,No,12.391981,78.07319,https://www.google.com/maps?q=12.391981,78.07319
No,No,No,No,No,No,12.435135,78.04329,https://www.google.com/maps?q=12.435135,78.04329
No,No,No,No,No,No,12.576931,77.97321,https://www.google.com/maps?q=12.576931,77.97321
No,No,No,No,No,No,12.220692,78.059906,https://www.google.com/maps?q=12.220692,78.059906
No,No,No,No,No,No,12.373329,78.15693,https://www.google.com/maps?q=12.373329,78.15693
No,No,No,No,No,No,12.391862,78.17815,https://www.google.com/maps?q=12.391862,78.17815
No,No,No,No,No,No,12.402004,78.19253,https://www.google.com/maps?q=12.402004,78.19253
No,No,No,No,No,No,12.534483,78.29559,https://www.google.com/maps?q=12.534483,78.29559
No,No,No,No,No,No,12.534721,78.39075,https://www.google.com/maps?q=12.534721,78.39075
No,No,No,No,No,No,12.564282,78.46745,https://www.google.com/maps?q=12.564282,78.46745
No,No,No,No,No,No,12.635736,78.5707,https://www.google.com/maps?q=12.635736,78.5707
No,No,No,No,No,No,12.717782,78.66078,https://www.google.com/maps?q=12.717782,78.66078
No,No,No,No,No,No,12.825117,78.7676,https://www.google.com/maps?q=12.825117,78.7676
No,No,No,No,No,No,12.846324,78.803856,https://www.google.com/maps?q=12.846324,78.803856
No,No,No,No,No,No,12.866642,78.8414,https://www.google.com/maps?q=12.866642,78.8414
No,No,No,No,No,No,12.881268,78.86433,https://www.google.com/maps?q=12.881268,78.86433
No,No,No,No,No,No,12.914917,79.07158,https://www.google.com/maps?q=12.914917,79.07158
No,No,No,No,No,No,12.968822,79.14565,https://www.google.com/maps?q=12.968822,79.14565
No,No,No,No,No,No,12.968128,79.15553,https://www.google.com/maps?q=12.968128,79.15553
No,No,No,No,No,No,12.966933,79.17165,https://www.google.com/maps?q=12.966933,79.17165
No,No,No,No,No,No,11.111235,77.75189,https://www.google.com/maps?q=11.111235,77.75189
No,No,No,No,No,No,11.320443,77.75115,https://www.google.com/maps?q=11.320443,77.75115
No,No,No,No,No,No,11.160457,77.773895,https://www.google.com/maps?q=11.160457,77.773895
No,No,No,No,No,No,11.405721,77.78829,https://www.google.com/maps?q=11.405721,77.78829
No,No,No,No,No,No,11.420132,77.80334,https://www.google.com/maps?q=11.420132,77.80334
No,No,No,No,No,No,11.434352,77.81607,https://www.google.com/maps?q=11.434352,77.81607
No,No,No,No,No,No,10.950119,78.0828,https://www.google.com/maps?q=10.950119,78.0828
No,No,No,No,No,No,10.950499,78.08848,https://www.google.com/maps?q=10.950499,78.08848
No,No,No,No,No,No,12.18464,78.03727,https://www.google.com/maps?q=12.18464,78.03727
No,No,No,No,No,No,12.170759,78.02438,https://www.google.com/maps?q=12.170759,78.02438
No,No,No,No,No,No,12.1660185,78.01928,https://www.google.com/maps?q=12.1660185,78.01928
No,No,No,No,No,No,12.372228,78.19344,https://www.google.com/maps?q=12.372228,78.19344
No,No,No,No,No,No,12.329987,78.10318,https://www.google.com/maps?q=12.329987,78.10318
No,No,No,No,No,No,11.080907,77.86455,https://www.google.com/maps?q=11.080907,77.86455
No,No,No,No,No,No,12.1510105,79.09658,https://www.google.com/maps?q=12.1510105,79.09658
No,No,No,No,No,No,12.608464,77.937195,https://www.google.com/maps?q=12.608464,77.937195
No,No,No,No,No,No,12.196754,78.0761,https://www.google.com/maps?q=12.196754,78.0761
No,No,No,No,No,No,12.185207,78.102554,https://www.google.com/maps?q=12.185207,78.102554
No,No,No,No,No,No,12.627518,78.56565,https://www.google.com/maps?q=12.627518,78.56565
No,No,No,No,No,No,12.751584,78.69791,https://www.google.com/maps?q=12.751584,78.69791
No,No,No,No,No,No,12.830171,78.77689,https://www.google.com/maps?q=12.830171,78.77689
No,No,No,No,No,No,12.869941,78.84632,https://www.google.com/maps?q=12.869941,78.84632
No,No,No,No,No,No,12.909532,78.97573,https://www.google.com/maps?q=12.909532,78.97573
No,No,No,No,No,No,12.911841,79.00736,https://www.google.com/maps?q=12.911841,79.00736
No,No,No,No,No,No,11.148483,77.77078,https://www.google.com/maps?q=11.148483,77.77078
No,No,No,No,No,No,11.403776,77.78467,https://www.google.com/maps?q=11.403776,77.78467
No,No,No,No,No,No,10.950357,78.09303,https://www.google.com/maps?q=10.950357,78.09303
No,No,No,No,No,No,12.965876,79.1665,https://www.google.com/maps?q=12.965876,79.1665
No,No,No,No,No,No,11.301999,77.65602,https://www.google.com/maps?q=11.301999,77.65602
No,No,No,No,No,No,11.216732,79.47031,https://www.google.com/maps?q=11.216732,79.47031
No,No,No,No,No,No,12.608104,78.55198,https://www.google.com/maps?q=12.608104,78.55198
No,No,No,No,No,No,12.535384,78.3865,https://www.google.com/maps?q=12.535384,78.3865
No,No,No,No,No,No,12.53756,78.37894,https://www.google.com/maps?q=12.53756,78.37894
No,No,No,No,No,No,12.375342,78.08349,https://www.google.com/maps?q=12.375342,78.08349
No,No,No,No,No,No,12.379156,78.08479,https://www.google.com/maps?q=12.379156,78.08479
No,No,No,No,No,No,12.2128935,78.05614,https://www.google.com/maps?q=12.2128935,78.05614
No,No,No,No,No,No,12.401249,78.19051,https://www.google.com/maps?q=12.401249,78.19051
No,No,No,No,No,No,12.2640085,78.08602,https://www.google.com/maps?q=12.2640085,78.08602
No,No,No,No,No,No,12.886615,78.87658,https://www.google.com/maps?q=12.886615,78.87658
No,No,No,No,No,No,12.810886,78.7405,https://www.google.com/maps?q=12.810886,78.7405
No,No,No,No,No,No,12.69563,78.639465,https://www.google.com/maps?q=12.69563,78.639465
No,No,No,No,No,No,12.317387,78.06461,https://www.google.com/maps?q=12.317387,78.06461
No,No,No,No,No,No,12.134906,77.9613,https://www.google.com/maps?q=12.134906,77.9613
No,No,No,No,No,No,12.133427,78.05512,https://www.google.com/maps?q=12.133427,78.05512
No,No,No,No,No,No,11.204741,79.6446,https://www.google.com/maps?q=11.204741,79.6446
No,No,No,No,No,No,11.1289,79.64342,https://www.google.com/maps?q=11.1289,79.64342
No,No,No,No,No,No,11.19065,79.67909,https://www.google.com/maps?q=11.19065,79.67909
No,No,No,No,No,No,11.384184,78.16222,https://www.google.com/maps?q=11.384184,78.16222
No,No,No,No,No,No,11.335679,78.170586,https://www.google.com/maps?q=11.335679,78.170586
No,No,No,No,No,No,11.20788,78.168,https://www.google.com/maps?q=11.20788,78.168
No,No,No,No,No,No,11.170596,78.16659,https://www.google.com/maps?q=11.170596,78.16659
No,No,No,No,No,No,12.118043,79.108246,https://www.google.com/maps?q=12.118043,79.108246
No,No,No,No,No,No,11.464969,77.693344,https://www.google.com/maps?q=11.464969,77.693344
No,No,No,No,No,No,12.409015,78.06326,https://www.google.com/maps?q=12.409015,78.06326
No,No,No,No,No,No,12.424836,78.046555,https://www.google.com/maps?q=12.424836,78.046555
No,No,No,No,No,No,12.439268,78.04118,https://www.google.com/maps?q=12.439268,78.04118
No,No,No,No,No,No,12.462594,78.02997,https://www.google.com/maps?q=12.462594,78.02997
No,No,No,No,No,No,12.341125,78.11931,https://www.google.com/maps?q=12.341125,78.11931
No,No,No,No,No,No,12.545496,78.42476,https://www.google.com/maps?q=12.545496,78.42476
No,No,No,No,No,No,12.548824,78.4367,https://www.google.com/maps?q=12.548824,78.4367
No,No,No,No,No,No,12.59665,78.52471,https://www.google.com/maps?q=12.59665,78.52471
No,No,No,No,No,No,12.676827,78.62213,https://www.google.com/maps?q=12.676827,78.62213
No,No,No,No,No,No,12.98032,79.234566,https://www.google.com/maps?q=12.98032,79.234566
No,No,No,No,No,No,12.891071,78.9101,https://www.google.com/maps?q=12.891071,78.9101
No,No,No,No,No,No,12.898757,78.92512,https://www.google.com/maps?q=12.898757,78.92512
No,No,No,No,No,No,12.905865,78.951675,https://www.google.com/maps?q=12.905865,78.951675
No,No,No,No,No,No,12.950155,79.14149,https://www.google.com/maps?q=12.950155,79.14149
No,No,No,No,No,No,11.111241,77.74723,https://www.google.com/maps?q=11.111241,77.74723
No,No,No,No,No,No,11.105391,77.73923,https://www.google.com/maps?q=11.105391,77.73923
No,No,No,No,No,No,12.185837,78.03902,https://www.google.com/maps?q=12.185837,78.03902
No,No,No,No,No,No,12.177835,78.03061,https://www.google.com/maps?q=12.177835,78.03061
No,No,No,No,No,No,12.1533985,77.997444,https://www.google.com/maps?q=12.1533985,77.997444
No,No,No,No,No,No,12.372354,78.18068,https://www.google.com/maps?q=12.372354,78.18068
No,No,No,No,No,No,11.229993,77.69109,https://www.google.com/maps?q=11.229993,77.69109
No,No,No,No,No,No,11.23798,77.68399,https://www.google.com/maps?q=11.23798,77.68399
No,No,No,No,No,No,12.549665,78.44463,https://www.google.com/maps?q=12.549665,78.44463
No,No,No,No,No,No,12.5458555,78.42585,https://www.google.com/maps?q=12.5458555,78.42585
No,No,No,No,No,No,12.53491,78.26513,https://www.google.com/maps?q=12.53491,78.26513
No,No,No,No,No,No,12.462923,78.2141,https://www.google.com/maps?q=12.462923,78.2141
No,No,No,No,No,No,12.323455,78.09541,https://www.google.com/maps?q=12.323455,78.09541
No,No,No,No,No,No,12.288263,78.07506,https://www.google.com/maps?q=12.288263,78.07506
No,No,No,No,No,No,12.278985,78.068474,https://www.google.com/maps?q=12.278985,78.068474
No,No,No,No,No,No,12.251131,78.09423,https://www.google.com/maps?q=12.251131,78.09423
No,No,No,No,No,No,12.272305,78.08083,https://www.google.com/maps?q=12.272305,78.08083
No,No,No,No,No,No,11.937011,78.054276,https://www.google.com/maps?q=11.937011,78.054276
No,No,No,No,No,No,12.912323,79.017105,https://www.google.com/maps?q=12.912323,79.017105
No,No,No,No,No,No,12.908767,78.97302,https://www.google.com/maps?q=12.908767,78.97302
No,No,No,No,No,No,12.853386,78.81648,https://www.google.com/maps?q=12.853386,78.81648
No,No,No,No,No,No,12.723557,78.66837,https://www.google.com/maps?q=12.723557,78.66837
No,No,No,No,No,No,12.713784,78.65627,https://www.google.com/maps?q=12.713784,78.65627
No,No,No,No,No,No,12.091869,79.129875,https://www.google.com/maps?q=12.091869,79.129875
No,No,No,No,No,No,10.893445,76.92736,https://www.google.com/maps?q=10.893445,76.92736
No,No,No,No,No,No,11.533228,76.52402,https://www.google.com/maps?q=11.533228,76.52402
No,No,No,No,No,No,12.968467,79.182335,https://www.google.com/maps?q=12.968467,79.182335
No,No,No,No,No,No,11.191474,79.669815,https://www.google.com/maps?q=11.191474,79.669815
No,No,No,No,No,No,11.356246,78.166145,https://www.google.com/maps?q=11.356246,78.166145
No,No,No,No,No,No,12.047999,78.106,https://www.google.com/maps?q=12.047999,78.106
No,No,No,No,No,No,11.630345,77.7462,https://www.google.com/maps?q=11.630345,77.7462
No,No,No,No,No,No,11.599542,77.73122,https://www.google.com/maps?q=11.599542,77.73122
No,No,No,No,No,No,11.223799,77.839775,https://www.google.com/maps?q=11.223799,77.839775
No,No,No,No,No,No,11.2376175,77.85327,https://www.google.com/maps?q=11.2376175,77.85327
No,No,No,No,No,No,11.22618,77.87661,https://www.google.com/maps?q=11.22618,77.87661
No,No,No,No,No,No,11.213288,77.879684,https://www.google.com/maps?q=11.213288,77.879684
No,No,No,No,No,No,10.603432,77.37736,https://www.google.com/maps?q=10.603432,77.37736
No,No,No,No,No,No,12.44266,78.039185,https://www.google.com/maps?q=12.44266,78.039185
No,No,No,No,No,No,12.262192,78.06417,https://www.google.com/maps?q=12.262192,78.06417
No,No,No,No,No,No,12.25612,78.063416,https://www.google.com/maps?q=12.25612,78.063416
No,No,No,No,No,No,12.243396,78.06399,https://www.google.com/maps?q=12.243396,78.06399
No,No,No,No,No,No,12.729703,78.67607,https://www.google.com/maps?q=12.729703,78.67607
No,No,No,No,No,No,12.890712,78.89388,https://www.google.com/maps?q=12.890712,78.89388
No,No,No,No,No,No,12.945135,79.13674,https://www.google.com/maps?q=12.945135,79.13674
No,No,No,No,No,No,11.164925,77.77352,https://www.google.com/maps?q=11.164925,77.77352
No,No,No,No,No,No,11.107873,77.73811,https://www.google.com/maps?q=11.107873,77.73811
No,No,No,No,No,No,12.197428,78.04755,https://www.google.com/maps?q=12.197428,78.04755
No,No,No,No,No,No,12.156456,78.00794,https://www.google.com/maps?q=12.156456,78.00794
No,No,No,No,No,No,11.141467,78.131996,https://www.google.com/maps?q=11.141467,78.131996
No,No,No,No,No,No,12.012187,79.160965,https://www.google.com/maps?q=12.012187,79.160965
No,No,No,No,No,No,11.974987,79.19203,https://www.google.com/maps?q=11.974987,79.19203
No,No,No,No,No,No,11.387372,79.44434,https://www.google.com/maps?q=11.387372,79.44434
No,No,No,No,No,No,11.549646,79.04869,https://www.google.com/maps?q=11.549646,79.04869
No,No,No,No,No,No,12.681873,78.627914,https://www.google.com/maps?q=12.681873,78.627914
No,No,No,No,No,No,12.224392,78.1091,https://www.google.com/maps?q=12.224392,78.1091
No,No,No,No,No,No,12.699382,78.64261,https://www.google.com/maps?q=12.699382,78.64261
No,No,No,No,No,No,12.142916,77.990326,https://www.google.com/maps?q=12.142916,77.990326
No,No,No,No,No,No,12.144191,78.09668,https://www.google.com/maps?q=12.144191,78.09668
No,No,No,No,No,No,12.142424,78.1136,https://www.google.com/maps?q=12.142424,78.1136
No,No,No,No,No,No,12.141209,78.12819,https://www.google.com/maps?q=12.141209,78.12819
No,No,No,No,No,No,12.9681015,79.192665,https://www.google.com/maps?q=12.9681015,79.192665
No,No,No,No,No,No,12.968399,79.20563,https://www.google.com/maps?q=12.968399,79.20563
No,No,No,No,No,No,12.970303,79.21899,https://www.google.com/maps?q=12.970303,79.21899
No,No,No,No,No,No,12.109449,78.151474,https://www.google.com/maps?q=12.109449,78.151474
No,No,No,No,No,No,12.354061,78.081085,https://www.google.com/maps?q=12.354061,78.081085
No,No,No,No,No,No,11.138852,79.64189,https://www.google.com/maps?q=11.138852,79.64189
No,No,No,No,No,No,11.170762,79.630844,https://www.google.com/maps?q=11.170762,79.630844
No,No,No,No,No,No,10.787478,78.78478,https://www.google.com/maps?q=10.787478,78.78478
No,No,No,No,No,No,11.134732,79.64345,https://www.google.com/maps?q=11.134732,79.64345
No,No,No,No,No,No,11.130899,79.643456,https://www.google.com/maps?q=11.130899,79.643456
No,No,No,No,No,No,11.20204,79.651375,https://www.google.com/maps?q=11.20204,79.651375
No,No,No,No,No,No,11.322096,78.17259,https://www.google.com/maps?q=11.322096,78.17259
No,No,No,No,No,No,11.300003,78.16746,https://www.google.com/maps?q=11.300003,78.16746
No,No,No,No,No,No,11.442704,76.645546,https://www.google.com/maps?q=11.442704,76.645546
No,No,No,No,No,No,11.257578,77.03965,https://www.google.com/maps?q=11.257578,77.03965
No,No,No,No,No,No,11.229392,77.11921,https://www.google.com/maps?q=11.229392,77.11921
No,No,No,No,No,No,11.211902,77.18901,https://www.google.com/maps?q=11.211902,77.18901
No,No,No,No,No,No,11.205519,77.218925,https://www.google.com/maps?q=11.205519,77.218925
No,No,No,No,No,No,11.202408,77.23176,https://www.google.com/maps?q=11.202408,77.23176
No,No,No,No,No,No,11.443483,77.8274,https://www.google.com/maps?q=11.443483,77.8274
No,No,No,No,No,No,11.228725,77.730125,https://www.google.com/maps?q=11.228725,77.730125
No,No,No,No,No,No,11.214706,77.75484,https://www.google.com/maps?q=11.214706,77.75484
No,No,No,No,No,No,11.1987,77.78967,https://www.google.com/maps?q=11.1987,77.78967
No,No,No,No,No,No,12.2330065,78.064644,https://www.google.com/maps?q=12.2330065,78.064644
No,No,No,No,No,No,12.648273,78.583015,https://www.google.com/maps?q=12.648273,78.583015
No,No,No,No,No,No,12.762777,78.703,https://www.google.com/maps?q=12.762777,78.703
No,No,No,No,No,No,12.915897,79.029144,https://www.google.com/maps?q=12.915897,79.029144
No,No,No,No,No,No,12.162253,78.01633,https://www.google.com/maps?q=12.162253,78.01633
No,No,No,No,No,No,12.0210285,79.15577,https://www.google.com/maps?q=12.0210285,79.15577
No,No,No,No,No,No,11.214414,79.46945,https://www.google.com/maps?q=11.214414,79.46945
No,No,No,No,No,No,12.537559,78.4035,https://www.google.com/maps?q=12.537559,78.4035
No,No,No,No,No,No,12.173865,78.128525,https://www.google.com/maps?q=12.173865,78.128525
No,No,No,No,No,No,12.228191,78.10795,https://www.google.com/maps?q=12.228191,78.10795
No,No,No,No,No,No,12.1341715,77.9757,https://www.google.com/maps?q=12.1341715,77.9757
No,No,No,No,No,No,12.135709,78.05835,https://www.google.com/maps?q=12.135709,78.05835
No,No,No,No,No,No,12.134085,78.068054,https://www.google.com/maps?q=12.134085,78.068054
No,No,No,No,No,No,12.967895,79.19529,https://www.google.com/maps?q=12.967895,79.19529
No,No,No,No,No,No,12.969185,79.22749,https://www.google.com/maps?q=12.969185,79.22749
No,No,No,No,No,No,11.157514,79.63493,https://www.google.com/maps?q=11.157514,79.63493
No,No,No,No,No,No,11.165782,79.6327,https://www.google.com/maps?q=11.165782,79.6327
No,No,No,No,No,No,11.191099,78.16648,https://www.google.com/maps?q=11.191099,78.16648
No,No,No,No,No,No,11.17851,78.16803,https://www.google.com/maps?q=11.17851,78.16803
No,No,No,No,No,No,11.217221,77.16401,https://www.google.com/maps?q=11.217221,77.16401
No,No,No,No,No,No,11.350646,77.72271,https://www.google.com/maps?q=11.350646,77.72271
No,No,No,No,No,No,11.334051,77.7052,https://www.google.com/maps?q=11.334051,77.7052
No,No,No,No,No,No,11.326679,77.69138,https://www.google.com/maps?q=11.326679,77.69138
No,No,No,No,No,No,11.240388,77.66803,https://www.google.com/maps?q=11.240388,77.66803
No,No,No,No,No,No,11.210579,77.75709,https://www.google.com/maps?q=11.210579,77.75709
No,No,No,No,No,No,11.200995,77.75913,https://www.google.com/maps?q=11.200995,77.75913
No,No,No,No,No,No,12.089964,78.13301,https://www.google.com/maps?q=12.089964,78.13301
No,No,No,No,No,No,11.961989,78.05028,https://www.google.com/maps?q=11.961989,78.05028
No,No,No,No,No,No,11.918882,78.02013,https://www.google.com/maps?q=11.918882,78.02013
No,No,No,No,No,No,11.918551,78.01209,https://www.google.com/maps?q=11.918551,78.01209
No,No,No,No,No,No,11.90673,77.99503,https://www.google.com/maps?q=11.90673,77.99503
No,No,No,No,No,No,11.886283,77.9691,https://www.google.com/maps?q=11.886283,77.9691
No,No,No,No,No,No,11.841193,79.3512,https://www.google.com/maps?q=11.841193,79.3512
No,No,No,No,No,No,12.318056,78.05222,https://www.google.com/maps?q=12.318056,78.05222
No,No,No,No,No,No,11.723152,78.06943,https://www.google.com/maps?q=11.723152,78.06943
